,Name,Description,Image,Price,Rating
10,Xiaomi Redmi Note 9 4/64 RAM 4GB ROM 64GB Garansi Resmi Xiaomi - Merah,"Xiaomi Redmi Note 9 4/64 RAM 4GB ROM 64GB Garansi Resmi Xiaomi / TAM
BNIB No Repack

NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2020, April 30
Status Available. Released 2020, May 12
BODY Dimensions 162.3 x 77.2 x 8.9 mm (6.39 x 3.04 x 0.35 in)
Weight 199 g (7.02 oz)
Build Glass front (Gorilla Glass 5), plastic frame
SIM Dual SIM (Nano-SIM, dual stand-by)
Splash-proof coating
DISPLAY Type IPS LCD capacitive touchscreen, 16M colors
Size 6.53 inches, 104.7 cm2 (~83.5% screen-to-body ratio)
Resolution 1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)
Protection Corning Gorilla Glass 5
450 nits typ. brightness (advertised)
PLATFORM OS Android 10, MIUI 11
Chipset MediaTek Helio G85 (12nm)
CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU Mali-G52 MC2
MEMORY Card slot microSDXC (dedicated slot)
Internal 64GB 4GB RAM, 128GB 4GB RAM
MAIN CAMERA Quad 48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro), AF
2 MP, f/2.4, (depth)
Features LED flash, HDR, panorama
Video 1080p@30fps
SELFIE CAMERA Single 13 MP, f/2.3, 29mm (standard), 1/3.1"", 1.12µm
Features HDR, panorama
Video 1080p@30fps
SOUND Loudspeaker Yes
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, GALILEO, BDS
M2003J15SG (Yes); M2003J15SS (No)
Infrared port Yes
Radio Unspecified
USB 2.0, Type-C 1.0 reversible connector
FEATURES Sensors Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass
BATTERY Non-removable Li-Po 5020 mAh battery",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/7/10/7017395/7017395_beca6b89-22e9-4530-8c6d-85873cac3d94_960_960.jpg.webp,Rp2.190.000,5
11,Xiaomi Redmi Note 9 - 6GB 128GB (6/128) - New Original Garansi Resmi - Hijau,"Xiaomi Redmi Note 9 - 6GB 128GB (6/128) - New Original Garansi Resmi

Tersedia Warna Grey, Green, White, Red, Black
Kondisi: Baru dan Segel
Garansi Resmi Xiaomi Indonesia 1 Tahun

Garansi Resmi Xiaomi Indonesia
Klaim garansi ke service center resmi xiaomi indonesia (alamat service center bisa di cek di mi.com Indonesia)
Bawa HP + Dus + Invoice, klaim cek dari imei HP nya saja

Sekarang Xiaomi Garansi Resmi bukan dari TAM saja, bisa dari Xiaomi nya langsung
beda nya hanya stiker kecil TAM di dus nya saja, untuk Dus, HP, Spesifikasi, Kelengkapan, dan garansi, semuanya sama, keduanya garansi langsung ke service center resmi xiaomi indonesia
kalau yg ada stiker TAM (dari Xiaomi ke TAM baru ke Penjual), kalau yg tidak ada stiker (dari Xiaomi langsung ke Penjual)

Spesifikasi :
RAM : 6GB
Memory : 128GB
Network : GSM / 4G LTE
SIM : 2+1 SIM Slot (Dual Nano + 1 Micro SD Slot)
Size Display : 6.53 inci ; FHD+
Screen : Gorilla Glass 5
Display Resolution : 2340x1080, 19,5:9 Aspect Ratio
OS System: Android 10, MIUI 11
Chipset: MTK Helio G85
CPU : ARM G52 MC2 CPU, Octa-core CPU, up to 2.0 GHz
Camera : 48MP wide angle camera + 8MP + 2MP + 2MP quad rear camera
Front Camera : 13MP in-display selfie camera HDR
Battery : 5,020mAh (typ) high-capacity battery
Charging : Fast Charging up to 18W,
USB : Type-C
Security : Rear mounted fingerprint sensor

Kelengkapan di dalam kotak dus:
- Redmi Note 9
- Charger
- Kabel USB Type-C


Semua Retur / Pengembalian Barang Harus Sesuai dengan yang dikirim (Dus, Imei, Aksesoris, dll)
Dan dengan kondisi baru seperti dikirim (tidak boleh ada kesalahan pengguna seperti kena air, terjatuh, baret, lecet, dll)",https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2020/10/29/e0c2920c-3213-45c3-b91f-aeef2e69f01c.jpg.webp,Rp2.639.000,5
12,OPPO A91 Smartphone 8GB/128GB (Garansi Resmi) - Putih,No description,https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2020/11/13/20919d22-e843-48fd-872a-139182ea1747.jpg.webp,Rp3.199.000,4.9
13,Nokia 5310 2020 Garansi Resmi TAM - Putih,"100% Garansi Resmi Nokia / TAM 1 tahun
100% Baru dan ASLI

New Nokia 5310 Xpress music Reborn 2020
Garansi Resmi TAM

⚫NETWORK Technology GSM 2G bands GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only) SpeedNo GPRS Yes EDGE Yes
⚫LAUNCHAnnounced2020, Released 2020
⚫BODY Dimensions123.7 x 52.4 x 13.1 mm, 44.8 cc (4.87 x 2.06 x 0.52 in)Weight88.2 g (3.10 oz) SIM Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)
⚫DISPLAY Type TFT Size 2.4 inches, 17.8 cm2 (~27.5% screen-to-body ratio) Resolution 240 x 320 pixels, 4:3 ratio (~167 ppi density)
⚫PLATFORM Chipset Mediatek MT6260A
⚫MEMORY Card slot microSDHC Phonebook Yes Call recordsYes Internal 16MB 8MB RAMMAIN
⚫CAMERA Single VGA Features LED flash Video
⚫SELFIE CAMERA
⚫SOUND Loudspeaker Yes, with dual speakers 3.5mm jack Yes
⚫COMMS WLANNo Bluetooth 3.0, A2DPGPS No Radio FM radio USB microUSB 1.1
⚫FEATURES Messaging SMS, MMS, Email, IM Browser
⚫WAP Games Yes Java No MP3 player
⚫BATTERY Removable Li-Ion 1200 mAh battery
⚫Colors White/Red, Black/Red",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/8/25/33121225/33121225_668f7264-7e89-41c5-9bbe-6a1b420fe033_600_600.webp,Rp575.000,5
14,XIAOMI REDMI 8 RAM 4/64GB GARANSI RESMI TAM TERMURAH - Biru,"Xiaomi Redmi 8 Smartphone, hadir dengan layar berukuran 6.22 Inch dan memiliki resolusi 720 x 1520 pixels. Smartphone ini juga didukung dengan prosesor Qualcomm SDM439 Snapdragon 439 (12 nm), serta sistem operasi Android 9.0 (Pie); MIUI 9.

Network :

Technology : GSM / HSPA / LTE
Launch :

Announced : 2019, October
Status : Available. Released 2019, October
Body :

Dimensions : 156.5 x 75.4 x 9.4 mm (6.16 x 2.97 x 0.37 in)
Weight : 188 g (6.63 oz)
SIM : Dual SIM (Nano-SIM, dual stand-by), Splash resistant
Display :

Type : IPS LCD capacitive touchscreen, 16M colors
Size : 6.22 inches, 96.6 cm2 (~81.8% screen-to-body ratio)
Resolution : 720 x 1520 pixels, 19:9 ratio (~270 ppi density)
Protection : Corning Gorilla Glass 5
Platform :

OS : Android 9.0 (Pie); MIUI 9
Chipset : Qualcomm SDM439 Snapdragon 439 (12 nm)
CPU : Octa-core (2x1.95 GHz Cortex-A53 & 6x1.45 GHz Cortex A53)
GPU : Adreno 505
Memory :

Card slot : microSD, up to 512 GB (dedicated slot)
Internal : 64GB 4GB RAM
Main Camera :

Single : 12 MP, f/1.8, 1/2.55"", 1.4µm, Dual Pixel PDAF 2 MP, depth sensor
Features : LED flash, HDR, panorama
Video : 1080p@30fps
Selfie Camera :

Single : 8 MP, f/2.0, 1.12µm
Features : HDR
Video : 1080p@30fps
Sound :

Loudspeaker : Yes
3.5mm jack : Yes, Active noise cancellation with dedicated mic
Comms :

WLAN : Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot
Bluetooth : 4.2, A2DP, LE
GPS : Yes, with A-GPS, GLONASS, GALILEO, BDS
Infrared port : Yes
Radio : Wireless FM radio (no wired headphones required)
USB : 2.0, Type-C 1.0 reversible connector, USB On-The-Go
Featyres :

Sensors : Fingerprint (rear-mounted), accelerometer, proximity, compass
Battery :

Non-removable Li-Po 5000 mAh battery
Charging : Fast battery charging 18W
MiSC :

Colors : Onyx Black, Ruby Red, Sapphire Blue
Models : M1908C3IC, MZB8255IN
SAR : 0.34 W/kg (head), 1.00 W/kg (body)",https://ecs7.tokopedia.net/img/cache/700/product-1/2019/12/16/40206780/40206780_d32b936e-bbd0-4625-a1a6-53a1672769fd_1417_1417.webp,Rp1.761.100,5
15,OPPO A12 Smartphone 3GB/32GB (Garansi Resmi) - Abu-abu,"OPPO A12 3GB Version Specifications

Dimensions/Weight
Height: 155.9 mm
Width: 75.5 mm
Thickness: 8.3 mm
Weight: Approximately 165 g (With Battery)

Basic Parameters
Color: Black,Blue
Operating System: ColorOS 6.12, based on Android 9
CPU: MediaTek Helio P35
CPU Frequency: 4*1.8GHz+4*2.3GHz
GPU: IMG GE8320
Battery: 4100/4230mAh (Min/Typ)
RAM: 3GB
Storage: 32GB
External Memory: Supported
OTG: Supported
Fingerprint: Rear fingerprint
Face Recognition: Yes

Display
Size: 15.79 cm (6.22'')
Touchscreen: Multi-touch, Capacitive Screen
Resolution: 720 by 1520 pixels
Colors: 16 million colors
Screen Ratio: 89.0%
Glass type of touch panel : Corning Gorilla Glass 3
No stroboscopic eye protection: Supported
Split screen: Supported
Picture in picture: Supported

Camera
Water-drop
Front Sensor: 5MP
Flash: Screen lighting supplementary

Rear Camera: 13M + 2M
Zoom: 6x Digital Zoom
Flash: Single color temperature

Aperture:
Front: f/2.4
Rear: f/2.2

Sensor Size:
Front Camera: 1/5',1.12um
Rear camera 1/3', 1.12um

Mode:
Photo, video, professional mode, panorama, portrait, time-lapse photography, AR stickers

Pixel Size:
Rear camera: 3072X4096（default）, 3072X3072, 1800X4000
Front camera: 2448X3264（default），2448X2448，1440X3200
Video:
Front Camera: 1080P@30fps,720P@30fps
Rear Camera: 1080P@30fps,720P@30fps

Connectivity
Frequencies:
GSM: 850/900/1800/1900MHz
WCDMA: Bands 1/5/8
FDD-LTE: Bands 1/3/5/8
TD-LTE: Bands 38/40/41
SIM Card Type: Dual Nano-SIM card
GPS: Built-in GPS; supports A-GPS, Beidou, Glonass, GALILEO
Bluetooth: 5.0
WLAN Function: WLAN 2.4G， WLAN 5.1G ， WLAN 5.8G , WLAN Display
NFC: No
Micro USB 2.0

In The Box
OPPO A12*1
Adapter*1
Micro USB Cable*1
Important Info. Booklet with Warranty Card *1
Quick Start Guide *1
SIM Card Tool *1
Case *1",https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2020/11/13/e7c12aa5-8ebd-4e5a-b09a-2d029cc8478e.jpg.webp,Rp1.899.000,4.9
16,Xiaomi Redmi 9 4/64GB Ram 4GB Rom 64 GB Garansi Resmi - Repack,"Garansi Resmi Xiaomi / TAM
BNIB No Repack

NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2020, June 10
Status Available. Released 2020, June 10
BODY Dimensions 163.3 x 77 x 9.1 mm (6.43 x 3.03 x 0.36 in)
Weight 198 g (6.98 oz)
Build Glass front (Gorilla Glass 3), plastic back, plastic frame
SIM Dual SIM (Nano-SIM, dual stand-by)
DISPLAY Type IPS LCD capacitive touchscreen, 16M colors
Size 6.53 inches, 104.7 cm2 (~83.2% screen-to-body ratio)
Resolution 1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)
Protection Corning Gorilla Glass 3
400 nits typ. brightness (advertised)
PLATFORM OS Android 10, MIUI 12
Chipset Mediatek Helio G80 (12 nm)
CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU Mali-G52 MC2
MEMORY Card slot microSDXC (dedicated slot)
Internal 64GB 4GB RAM
eMMC 5.1
MAIN CAMERA Quad 13 MP, f/2.2, 28mm (wide), 1/3.1"", 1.12µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features LED flash, HDR, panorama
Video 1080p@30fps
SELFIE CAMERA Single 8 MP, f/2.0, 27mm (wide)
Features HDR
Video 1080p@30fps
SOUND Loudspeaker Yes
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, BDS
Infrared port Yes
Radio Wireless FM radio (no wired headphones required)
USB 2.0, Type-C 1.0 reversible connector, USB On-The-Go
FEATURES Sensors Fingerprint (rear-mounted), accelerometer, proximity, compass
BATTERY Non-removable Li-Po 5020 mAh battery",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/7/31/7017395/7017395_43b231fb-f87d-4434-94b2-11e3beb9c004_960_960.jpg.webp,Rp1.860.000,4.9
17,OPPO A92 RAM 8/128 GB GARANSI RESMI OPPO INDONESIA - Demo Tanpa Dus,"NEW ARIVAL OPPO A92 RAM 8/128 GB GARANSI RESMI OPPO INDONESIA

DIJAMIN 100 % ORIGINAL , 100% BARU & 100% BERGARANSI RESMI OPPO INDONESIA.

READY :
Shining White , Twilight Black

BONUS :
1. IRING
2. GURITA
3. SOFTCASE ( BAWAAN )
4. ANTI GORES ( BAWAAN )
5. TONGSIS
6. PERDANA IM3
7. WATERPROOF CASE

BONUS SELALU TERSEDIA....!!!!!

PENGIRIMAN CEPAT DAN DIJAMIN SAMPAI TUJUAN ANDA .
PACKING LEBIH AMAN DENGAN MENGGUNAKAN BUBLE WRAP ( FREEE ).

NB :
SEBELUM ORDER CEK DULU YA GAN WARNA NYA DAN SAAT ORDER MOHON TULIS WARNA DI KETERANGAN.

SPESIFIKASI :
Dimensions/Weight
Height : 16.2cm / 162mm
Width : 7.55cm / 75.5mm
Thickness : 0.89cm / 8.9mm
Weight : About 192g

Basic Parameters
Operating System : ColorOS 7, based on Android 10
Processor : Qualcomm Snapdragon 665 (SM6125)
CPU frequency : 4*2.0Hz + 4*1.8GHz
GPU Model: Adreno 610
Battery : 4880/5000 mAh (min/typ)
Charge Speed: 9V 2A，18W
RAM : 8GB
Storage : 128GB
External Memory: Expandable up to 256GB
Screen Size : 6.5''
Touchscreen : Multi-touch, Capacitive Screen
Resolution : 1080 x 2400
Screen PPI : 405PPI
SIM Card: Nano-SIM card / Nano-USIM card
USB Jack: TYPE-C USB 2.0
Headset Jack: 3.5mm

Camera
Front: 16M F2.2
Main Camera : Quad Camera 48M+8M+2M+2M Aperture F1.7
Sensor Size: 1/2.8''/1.25um+1/4''/1.12um+1/5''/1.75um+1/5''/1.75um
Focal Lenght: 4.05mm+1.64mm+1.77mm+1.77mm
Image Size: back 8000x6000（Ultra clear mode) ,4112x3008 normal, front 4656x3504

Video
4K/1080P/720P@30fps；default 1080P@30fps
Image stabilizer: EIS

5G Network: Not Supported
OTG : Supported
NFC : Not Supported",https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2020/5/9/8b1bc739-4ab9-40f9-bfee-09a7bd01f413.jpg.webp,Rp3.049.000,4.9
18,XiaoMi Redmi Note 9 Pro [8GB + 128GB/Garansi offical] - Glacier White,"Deskripsi XiaoMi Redmi Note 9 Pro [8GB + 128GB/Garansi offical]

Xiaomi Redmi Note 9 Pro 8 / 128 GB
Keunggulan:
1. Kamera quad level flagship dengan detail yang brilian
2. Qualcomm® Snapdragon™ 720G
3. Pengisian daya cepat,waktu standby lama
4. Desain simetris, gaya flagship
5. Sensor sidik jari yang dipasang di samping
6. Genggaman yang nyaman, unlock super cepat

Spesifikasi RAM : 8GB Internal
memori : 128GB
Jaringan : GSM / WCDMA / LTE
Ukuran Layar: 6.67"" FHD+ IPS Dot
Display Layar : Corning®️ Gorilla®️ Glass 5 depan dan belakang
Resolusi Layar : 2400x1080, aspek layar 19.5:9
Sistem Operasi: Android 10, MIUI 11
Chipset: Qualcomm®️ Snapdragon™️ 720G (8nm)
CPU : Qualcomm®️ Kryo™️ 465 CPU, Octa-core CPU
Kamera Utama: 64MP + 8MP + 5MP + 2MP quad kamera
Kamera Depan : 16MP kamera selfie in-display
Video : 4K @ 30fps, 1080p @ 30/60/120fps, 720p @ 960fps
Baterai : 5,020mAh (typ)
Pengisian Daya : Pengisian cepat hingga 30W
USB : 2.0, Type-C 1.0 reversible connector 3.5
Headphone Jack : Ya
NFC : Ya
Wi-Fi : Wi-Fi 802.11 a/b/g/n/ac

Tersedia dalam warna:
Tropical Green - Glacier White - Interstellar Grey --blue

Dimensi : 165.8 x 76.7 x 8.8 mm, 209 g",https://ecs7.tokopedia.net/img/cache/700/VqbcmM/2020/11/9/214165dd-d089-4a5e-9582-54349b77223c.jpg.webp,Rp3.694.000,4.9
19,Samsung Galaxy A21s 3/32 GB Garansi Resmi SEIN - Biru,"Ready Stock Black*08 November 2020

Tambahan extra bubble dan kardus
https://www.tokopedia.com/gudang-hp/kardus-bubble-extra-packing

SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)
Size 6.5 inches, 102.0 cm2 (~82.8% screen-to-body ratio)
PLATFORM OS Android 10, One UI 2.0
Chipset Exynos 850 (8nm)
CPU Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55)
GPU Mali-G52
MEMORY Card slot microSDXC (dedicated slot)
Internal 32GB 3GB RAM
eMMC 5.1
MAIN CAMERA Quad 48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 123˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
SELFIE CAMERA Single 13 MP, f/2.2, (wide), 1/3.1"", 1.12µm
BATTERY Non-removable Li-Po 5000 mAh battery
Charging Fast charging 15W",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/6/9/2608727/2608727_c02257f0-01a6-4644-8dc2-87f0be4d6908_800_800.webp,Rp2.279.000,4.9
20,Xiaomi Redmi 9 4/64 RAM 4GB ROM 64GB GARANSI RESMI XIAOMI - Random Repack,"Garansi Resmi Xiaomi / TAM
BNIB No Repack

NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2020, June 10
Status Available. Released 2020, June 10
BODY Dimensions 163.3 x 77 x 9.1 mm (6.43 x 3.03 x 0.36 in)
Weight 198 g (6.98 oz)
Build Glass front (Gorilla Glass 3), plastic back, plastic frame
SIM Dual SIM (Nano-SIM, dual stand-by)
DISPLAY Type IPS LCD capacitive touchscreen, 16M colors
Size 6.53 inches, 104.7 cm2 (~83.2% screen-to-body ratio)
Resolution 1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)
Protection Corning Gorilla Glass 3
400 nits typ. brightness (advertised)
PLATFORM OS Android 10, MIUI 12
Chipset Mediatek Helio G80 (12 nm)
CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU Mali-G52 MC2
MEMORY Card slot microSDXC (dedicated slot)
Internal 64GB 4GB RAM
eMMC 5.1
MAIN CAMERA Quad 13 MP, f/2.2, 28mm (wide), 1/3.1"", 1.12µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features LED flash, HDR, panorama
Video 1080p@30fps
SELFIE CAMERA Single 8 MP, f/2.0, 27mm (wide)
Features HDR
Video 1080p@30fps
SOUND Loudspeaker Yes
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, BDS
NFC Yes (market/region dependent)
Infrared port Yes
Radio Wireless FM radio (no wired headphones required)
USB 2.0, Type-C 1.0 reversible connector, USB On-The-Go
FEATURES Sensors Fingerprint (rear-mounted), accelerometer, proximity, compass
BATTERY Non-removable Li-Po 5020 mAh battery
Charging Fast charging 18W",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/7/28/18428613/18428613_1d111ec0-1dbd-4378-93d3-66fbefb03e9a_1280_1280.webp,Rp1.858.000,5
21,SAMSUNG GALAXY A51 6/128 GARANSI RESMI SEIN - Biru,"SAMSUNG Galaxy A51 6/128GB - Black

#Kita menyediakan paket unit dengan temperglas lho kk..jadi kalau kk sekalian mau beli unit dengan temperglas kk bisa pilih divarian waktu klik beli

-blacktemper(unit warna black+temperglas bening tidak full layar karena unit hpnya sudah mengunakan layar 2.5D)

-blacktemperfull(unit warna black+temperglasfull neh tempeglas full menutupi semua layar dihandphone kk pinggirannya berwarna menyamakan warna layar nama temperglasnya 5D kk,jadi seperti tidak pake temperglas bener2 bagus

#Untuk kk yg mau kita pasangin temperglasnya wajib menulis dikolom keterangan ya bukan reques lewat diskusi atau inbox(bagi yg tidak dipasangkan temperglasnya apabila rusak dlm pengiriman maka tidak bisa return

Chipset: Exynos 9611 (10nm) Octa-Core (4x2.3 GHz & 4x1.7 GHz)
Kamera Belakang: 48 MP + 12 MP + 5 MP + 5 MP
Kamera Depan: 32 MP
Ukuran Layar: 6.5 inch FHD+ Super AMOLED
Baterai: 4000 mAh
Sistem Operasi: Android",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/1/23/2077324/2077324_5d4cea1c-ac45-431e-b913-49785ccdfd57_1280_1280.jpg.webp,Rp4.059.000,5
22,Xiaomi Redmi Note 9 Pro 6/64 6GB 64GB Garansi Resmi 1 Tahun - Hijau,"NETWORK Technology
GSM / HSPA / LTE

BODY Dimensions 165.8 x 76.7 x 8.8 mm (6.53 x 3.02 x 0.35 in)
Weight 209 g (7.37 oz)
Build Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame
SIM Dual SIM (Nano-SIM, dual stand-by)

DISPLAY Type IPS LCD capacitive touchscreen, 16M colors
Size 6.67 inches, 107.4 cm2 (~84.5% screen-to-body ratio)
Resolution 1080 x 2400 pixels, 20:9 ratio (~395 ppi density)
Protection Corning Gorilla Glass 5

PLATFORM OS Android 10, MIUI 11
Chipset Qualcomm SM7125 Snapdragon 720G (8 nm)
CPU Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver)
GPU Adreno 618

MEMORY Card slot microSDXC (dedicated slot)
Internal 64GB 6GB RAM
UFS 2.1

MAIN CAMERA Quad 64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro), AF
2 MP, f/2.4, (depth)
Features LED flash, HDR, panorama
Video 4K@30fps, 1080p@30/60/120fps, 720p@960fps
SELFIE CAMERA Single 16 MP, f/2.5, (wide), 1/3.1"" 1.0µm
Features HDR, panorama
Video 1080p@30/120fps
SOUND Loudspeaker Yes
3.5mm jack Yes

COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, GALILEO, BDS
NFC Yes
Infrared port Yes
Radio FM radio, recording
USB 2.0, Type-C 1.0 reversible connector
FEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, proximity, compass

BATTERY Non-removable Li-Po 5020 mAh battery",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/6/19/3004791/3004791_a190a096-0379-4ec2-b7e5-dc53654bb409_600_600.webp,Rp3.178.000,4.9
23,INFINIX HOT 9 PLAY 4/64 GB PASTI READY - Midnight Black,"GARANSI RESMI INFINIX 1 TAHUN
ORI + SEGEL
WARNA SESUAI STOK YG TERTERA
SUDAH DAPAT SOFTCASE & ANTIGORES DI DALAM BOX

Spesifikasi:
RAM 4GB ROM 64GB
Quad Camera 13 MP + 2 MP +2 MP + AI Lens AF dengan Triple-Flash Light
6.82 Inch IPS HD+ Cinematic Display
8 MP AI In-Display Camera
AR Emoji dan AR Sticker
Triple-slot dengan Dedicated Micro SD Storage hingga 256 GB
DTS Audio Technology
Fingerprint dan Face Unlock
Mediatek Helio A25, Octa-core 2.0 GHz 12 nm
Baterai 6000 mAh dengan Xcharge 10W
XOS 6.0 based Android 10",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/7/12/82384519/82384519_bf0790bb-6335-4427-9384-c9e10a9cc9e2_1279_1279.webp,Rp1.699.000,4.9
24,"NEXCOM A2000 FLASH 1/4GB 5,5""INCH DISPLAY 100% ORIGINAL GARANSI RESMI - Champagne Gold","Spesifikasi
-Layar 5.5' inch full screen 18:9
-ram 1gb
-rom 4gb
-jaringan 3G
-dual sim
-bluetooth
-camera depan 5mp
-camera belakang 5mp
-android 8.0 marshmallow
-prosesor quad core 1.3ghz
-face unlock & voice unlock
-fm radio
-mp3
-multimedia players
-batt 2000mah",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/8/26/6235569/6235569_93a9e26d-2764-4f26-a7c8-627ed2a6ef76_1080_1080.jpg.webp,Rp350.000,4.8
25,(DUAL SIM) iPhone 128GB / 128 11 - Black Green White Yellow Purple Red - DUALNANO Black,"Expedisi next day / regular only.
Order instant = tukar expedisi
Membeli = setuju

Order IPHONE 12 Series disini :
https://www.tokopedia.com/putragroup/etalase/iphone-12

'Magsafe Wireless Charging dijual disini :
https://www.tokopedia.com/putragroup/apple-magsafe-charger-20w-wireless-charging-mag-safe-for-iphone-12

READY STOCK - TANPA PO - TANPA DP
ANDA ORDER - KAMI ANTAR
MOHON KONFIRMASI WARNA & SIZE - STOK TERBATAS

**PENTING SEBELUM DI ORDER**

Mohon pilih variant sesuai keinginan anda !
Mohon membaca ketentuan toko sebelum membeli :)

Memori : 128 GB
Warna : Black Green White Yellow Purple Red

Cek tipe lain nya disini ya:
https://www.tokopedia.com/putragroup/etalase/iphone-11

Masih ragu? Cek ulasan pembeli lain nya disini :
https://www.tokopedia.com/putragroup/review

Alasan utama ANDA belanja di Putra Group !

1) Garansi Apple International 1 tahun

2) UNIT DAN AKSESORIS MASIH SEGEL DAN ORIGINAL 100 %

3) TRUSTED SELLER yang sudah menjual ribuan produk di semua marketplace di Indonesia sejak 2012 . Badge Gold Merchant juga menandakan bahwa kami adalah salah satu TRUSTED SELLER dengan rata2 akurasi dan kualitas produk 4,9 dari 5 alias ( 99 % )

So smart people, apa yang kalian tunggu ? Kami tunggu orderan Anda di Tokopedia ( Marketplace nomor 1 di Indonesia )

THANK YOU ! KAMI SENANG MELAYANI ANDA :)",https://ecs7.tokopedia.net/img/cache/700/product-1/2020/7/15/10122977/10122977_8975113b-5c41-4eec-b4b2-d62b6315ddce_700_700.webp,Rp13.450.000,5
